"Date","Price","Open","High","Low","Vol.","Change %"
"04/28/2023","415.93","411.49","415.94","411.43","89.43M","0.85%"
"04/27/2023","412.41","407.00","412.69","406.74","91.37M","1.99%"
"04/26/2023","404.36","406.72","407.84","403.78","79.26M","-0.42%"
"04/25/2023","406.08","410.58","411.16","406.02","96.67M","-1.59%"
"04/24/2023","412.63","411.99","413.07","410.60","63.89M","0.10%"
"04/21/2023","412.20","412.19","412.68","410.17","73.46M","0.08%"
"04/20/2023","411.88","411.21","413.70","410.27","75.16M","-0.55%"
"04/19/2023","414.14","412.22","415.08","412.16","54.37M","-0.02%"
"04/18/2023","414.21","415.58","415.72","412.78","63.24M","0.07%"
"04/17/2023","413.94","412.37","413.96","411.08","66.44M","0.36%"
"04/14/2023","412.46","412.81","415.09","410.06","78.16M","-0.24%"
"04/13/2023","413.47","409.18","413.84","407.99","85.27M","1.33%"
"04/12/2023","408.05","411.87","412.17","407.44","85.49M","-0.41%"
"04/11/2023","409.72","410.26","411.18","408.92","58.55M","0.03%"
"04/10/2023","409.61","406.61","409.69","405.97","63.32M","0.10%"
"04/06/2023","409.19","406.77","409.48","405.68","63.74M","0.39%"
"04/05/2023","407.60","407.91","408.70","405.88","64.68M","-0.26%"
"04/04/2023","408.67","411.62","411.92","407.24","65.64M","-0.55%"
"04/03/2023","410.95","408.85","411.37","408.44","66.28M","0.38%"
"03/31/2023","409.39","404.66","409.70","404.55","112.06M","1.41%"
"03/30/2023","403.70","404.09","404.35","401.76","69.14M","0.59%"
"03/29/2023","401.35","399.92","401.60","398.68","77.18M","1.45%"
"03/28/2023","395.60","395.77","396.49","393.69","62.41M","-0.22%"
"03/27/2023","396.49","398.12","398.92","395.56","72.17M","0.19%"
"03/24/2023","395.75","391.84","395.84","389.40","107.77M","0.66%"
"03/23/2023","393.17","395.09","399.29","390.35","117.42M","0.27%"
"03/22/2023","392.11","398.73","402.49","392.07","110.13M","-1.70%"
"03/21/2023","398.91","397.24","399.41","395.58","91.15M","1.31%"
"03/20/2023","393.74","390.80","394.17","390.07","92.25M","0.96%"
"03/17/2023","389.99","393.22","394.40","388.55","140.55M","-1.55%"
"03/16/2023","396.11","386.82","396.47","386.29","141.32M","1.75%"
"03/15/2023","389.28","385.89","389.49","383.71","171.26M","-0.63%"
"03/14/2023","391.73","390.50","393.45","387.05","148.10M","1.65%"
"03/13/2023","385.36","381.81","390.39","380.65","157.17M","-0.14%"
"03/10/2023","385.91","390.99","393.16","384.32","189.25M","-1.44%"
"03/09/2023","391.56","399.74","401.48","390.53","110.48M","-1.84%"
"03/08/2023","398.92","398.39","399.71","396.59","74.75M","0.16%"
"03/07/2023","398.27","404.42","404.67","397.63","108.31M","-1.53%"
"03/06/2023","404.47","405.05","407.45","404.01","72.80M","0.07%"
"03/03/2023","404.19","399.79","404.44","399.05","90.12M","1.60%"
"03/02/2023","397.81","392.68","398.69","392.33","84.75M","0.78%"
"03/01/2023","394.74","395.41","396.69","393.38","99.04M","-0.38%"
"02/28/2023","396.26","397.23","399.28","396.15","96.44M","-0.37%"
"02/27/2023","397.73","399.87","401.29","396.75","80.44M","0.34%"
"02/24/2023","396.38","395.38","397.19","393.66","108.19M","-1.07%"
"02/23/2023","400.66","401.56","402.20","396.25","95.42M","0.53%"
"02/22/2023","398.54","399.52","401.13","397.02","82.14M","-0.14%"
"02/21/2023","399.09","403.06","404.16","398.82","82.18M","-2.01%"
"02/17/2023","407.26","406.06","407.51","404.05","89.26M","-0.25%"
"02/16/2023","408.28","408.79","412.91","408.14","75.92M","-1.38%"
"02/15/2023","413.98","410.35","414.06","409.47","61.28M","0.32%"
"02/14/2023","412.64","411.24","415.05","408.51","87.21M","-0.05%"
"02/13/2023","412.83","408.72","412.97","408.24","64.49M","1.17%"
"02/10/2023","408.04","405.86","408.44","405.01","70.77M","0.23%"
"02/09/2023","407.09","414.41","414.57","405.81","77.87M","-0.87%"
"02/08/2023","410.65","413.13","414.53","409.93","75.73M","-1.09%"
"02/07/2023","415.19","408.87","416.49","407.57","90.32M","1.31%"
"02/06/2023","409.83","409.79","411.29","408.10","59.55M","-0.61%"
"02/03/2023","412.35","411.59","416.97","411.09","94.74M","-1.06%"
"02/02/2023","416.78","414.86","418.31","412.88","100.41M","1.46%"
"02/01/2023","410.80","405.21","413.67","402.35","100.16M","1.06%"
